id,address_type,status,entity,adress,appartment,city,postal_code,country,notes,created_at,updated_at
237,Business,Active,Building,2985 Golf View Terrace,85,Riosucio,178057,Colombia,Sed ante. Vivamus tortor. Duis mattis egestas metus.,6/18/2018,9/3/2018
238,Home,Active,Building,83200 Lotheville Hill,54,San Agustín,418077,Colombia,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/12/2016,8/14/2018
239,Business,Active,Building,963 Reindahl Court,72,Melbourne,32941,United States,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",8/2/2016,8/6/2018
240,Shipping,Active,Building,38 Messerschmidt Point,6,Las Americas,38835,Mexico,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2/21/2017,10/27/2018
241,Home,Active,Building,25255 Bowman Street,49,Chicago,60686,United States,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/15/2016,4/5/2018
242,Home,Inactive,Building,4 High Crossing Drive,15,Winston Salem,27150,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/2/2018,6/24/2018
243,Business,Active,Building,27 3rd Pass,49,Jardin,93439,Mexico,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1/5/2017,7/17/2018
244,Home,Active,Customer,7887 Charing Cross Hill,12,San Francisco,78490,Mexico,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8/2/2017,9/12/2018
245,Shipping,Active,Customer,1366 Warner Place,62,Keswick,L4P,Canada,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2/17/2017,12/13/2018
246,Home,Active,Building,5250 Emmet Court,27,Canalete,235048,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/13/2018,5/4/2018
247,Billing,Active,Customer,3 Grayhawk Place,20,Honolulu,96850,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5/5/2018,8/5/2018
248,Business,Inactive,Building,71 Dovetail Plaza,23,Reading,19610,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/30/2018,1/1/2019
249,Home,Inactive,Customer,06958 Esker Pass,71,Martensville,L3R,Canada,Fusce consequat. Nulla nisl. Nunc nisl.,11/30/2017,2/10/2019
250,Shipping,Active,Customer,99719 Magdeline Road,92,Cleveland,44185,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4/21/2018,1/28/2019
251,Business,Active,Building,57 Fairfield Point,74,Langenburg,V7P,Canada,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3/13/2018,6/26/2018
252,Home,Active,Building,2 Kingsford Trail,34,Manizales,170017,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6/13/2018,3/20/2018
253,Shipping,Active,Customer,3571 Raven Drive,94,Niños Heroes,89359,Mexico,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,6/8/2017,4/12/2018
254,Business,Active,Building,87058 Declaration Circle,71,San Diego,92176,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,10/27/2016,8/11/2018
255,Billing,Active,Customer,301 Buhler Crossing,31,Blainville,J7J,Canada,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4/9/2017,7/1/2018
256,Billing,Active,Building,0 Elmside Road,51,Oklahoma City,73179,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2/7/2017,7/28/2018
257,Billing,Inactive,Building,62790 Butterfield Plaza,23,Memphis,38150,United States,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5/12/2018,8/5/2018
258,Shipping,Active,Customer,4870 Harper Junction,88,Humble,77346,United States,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5/14/2016,7/3/2018
259,Shipping,Active,Customer,06327 Bellgrove Circle,15,Las Vegas,89110,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,8/20/2016,8/12/2018
260,Home,Active,Customer,7202 Butternut Place,84,Grande Cache,N2Z,Canada,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,12/14/2018,6/7/2018
261,Shipping,Inactive,Building,9455 School Junction,9,Lindavista,40800,Mexico,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",12/23/2017,12/28/2018
262,Billing,Active,Customer,7 La Follette Parkway,95,Irricana,B3T,Canada,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,3/12/2018,12/10/2018
263,Shipping,Active,Customer,8313 Green Ridge Terrace,96,Fox Creek,E4B,Canada,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/17/2016,10/22/2018
264,Shipping,Active,Building,1 Leroy Park,19,Lakeland,33811,United States,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6/18/2016,3/21/2018
265,Home,Active,Building,26070 Kropf Plaza,15,La Sarre,J9Z,Canada,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",7/6/2018,3/13/2018
266,Billing,Active,Customer,24708 Sutherland Crossing,4,Tame,814018,Colombia,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/3/2017,6/25/2018
267,Shipping,Active,Customer,3 Quincy Court,76,Pickering,L1X,Canada,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",5/23/2017,5/24/2018
268,Home,Active,Building,8 5th Way,14,West Kelowna,V1Z,Canada,In congue. Etiam justo. Etiam pretium iaculis justo.,5/11/2017,10/13/2018
269,Home,Active,Customer,2416 Basil Point,54,Philadelphia,19120,United States,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2/22/2017,1/30/2019
270,Billing,Active,Customer,7 Merry Center,84,Salgar,056478,Colombia,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",7/22/2018,10/27/2018
271,Business,Active,Building,37 Comanche Drive,74,Lumsden,L7E,Canada,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",12/28/2018,12/10/2018
272,Billing,Active,Customer,712 Waubesa Hill,33,La Guadalupe,71703,Mexico,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,2/21/2018,7/7/2018
273,Business,Active,Customer,2434 Oxford Parkway,50,Greensboro,27499,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",10/10/2017,5/26/2018
274,Business,Active,Customer,231 High Crossing Avenue,38,Revolucion Verde,87445,Mexico,Phasellus in felis. Donec semper sapien a libero. Nam dui.,10/25/2017,4/26/2018
275,Home,Active,Building,0209 Norway Maple Junction,68,Walnut Grove,V2X,Canada,Fusce consequat. Nulla nisl. Nunc nisl.,10/13/2017,6/4/2018
276,Billing,Inactive,Customer,3453 Anzinger Circle,43,San Jose,95113,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7/11/2016,8/8/2018
277,Business,Active,Building,52 Chinook Hill,20,Reno,89550,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4/7/2016,3/21/2018
278,Business,Active,Building,2 Chive Road,43,San Jacinto,132037,Colombia,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1/29/2017,7/23/2018
279,Shipping,Active,Customer,5922 Butterfield Junction,43,Magisterial,99750,Mexico,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",5/11/2018,2/23/2019
280,Home,Active,Customer,5 Mayer Hill,29,Innisfil,L9S,Canada,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",5/24/2016,11/20/2018
281,Shipping,Active,Customer,85 Brickson Park Way,25,Guadalupe,38900,Mexico,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,12/17/2017,8/22/2018
282,Business,Inactive,Customer,69343 High Crossing Street,76,Des Moines,50981,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",6/29/2018,4/2/2018
283,Shipping,Active,Customer,3751 Graedel Plaza,2,Jacksonville,32209,United States,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7/29/2017,7/28/2018
284,Shipping,Active,Building,26707 Mesta Trail,55,Buffalo,14205,United States,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/8/2018,12/21/2018
285,Business,Active,Building,9 Trailsway Crossing,65,Jackson,39216,United States,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,7/18/2016,1/5/2019
286,Business,Active,Customer,5596 Kennedy Court,45,Omaha,68144,United States,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",10/28/2018,4/4/2018
287,Billing,Active,Customer,1846 Orin Court,7,Calarcá,632008,Colombia,Fusce consequat. Nulla nisl. Nunc nisl.,9/3/2017,10/10/2018
288,Business,Active,Building,177 Buhler Crossing,1,Vicente Guerrero,92440,Mexico,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1/26/2018,12/29/2018
289,Shipping,Inactive,Customer,1 Bunting Point,22,Ginebra,763518,Colombia,In congue. Etiam justo. Etiam pretium iaculis justo.,4/8/2017,7/20/2018
290,Home,Active,Building,92 Hayes Crossing,96,El Limon,39271,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",11/17/2018,2/28/2019
291,Home,Active,Customer,57 Dawn Parkway,7,El Limon,92105,Mexico,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7/7/2018,10/29/2018
292,Billing,Active,Customer,52 Melody Parkway,62,San Francisco,30103,Mexico,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,12/19/2018,7/26/2018
293,Business,Active,Customer,22 Shoshone Parkway,57,Moncton,E1C,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/12/2016,8/19/2018
294,Shipping,Active,Customer,29 Eagle Crest Avenue,58,Omaha,68144,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7/10/2017,4/19/2018
295,Billing,Active,Customer,22094 Karstens Center,62,Mobile,36641,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7/27/2017,4/19/2018
296,Business,Active,Building,8 Sunnyside Parkway,21,Bowen Island,V7W,Canada,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,7/25/2017,5/19/2018
297,Business,Active,Building,16 Hoepker Plaza,100,Houston,77085,United States,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,8/30/2017,6/20/2018
298,Shipping,Active,Building,45055 Ludington Pass,6,Kimberley,V1A,Canada,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,8/4/2018,12/7/2018
299,Shipping,Active,Building,417 Independence Way,76,Greensboro,27455,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5/6/2016,8/30/2018
300,Business,Active,Customer,56 Dunning Way,77,El Potrero,55718,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/4/2018,12/13/2018
301,Billing,Inactive,Building,6 Upham Road,94,Miranda,191529,Colombia,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,10/18/2018,8/26/2018
302,Shipping,Active,Building,72253 Chinook Plaza,76,Ejidal,35069,Mexico,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5/7/2017,5/31/2018
303,Business,Active,Building,13 Brickson Park Pass,27,Buenavista,38796,Mexico,Fusce consequat. Nulla nisl. Nunc nisl.,12/21/2016,6/13/2018
304,Home,Active,Customer,16 Moose Park,21,Virginia Beach,23454,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4/28/2018,3/20/2018
305,Home,Active,Customer,858 Barby Court,86,Junín,251227,Colombia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",10/17/2017,9/7/2018
306,Shipping,Active,Customer,000 Jackson Parkway,60,La Guadalupe,95600,Mexico,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,3/26/2016,6/3/2018
307,Business,Active,Building,854 Warbler Street,4,Girardot,252437,Colombia,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,5/4/2016,8/19/2018
308,Billing,Active,Customer,68 Mandrake Center,9,Antioquia,051457,Colombia,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3/13/2016,8/17/2018
309,Home,Active,Customer,94635 Birchwood Plaza,72,Corona,92883,United States,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2/18/2019,2/25/2019
310,Business,Active,Customer,34732 Orin Plaza,2,Nackawic,E6G,Canada,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,8/4/2016,12/29/2018
311,Business,Active,Customer,852 Lillian Avenue,29,Wilmington,19892,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6/11/2018,4/9/2018
312,Billing,Active,Customer,35680 Derek Court,85,Orlando,32891,United States,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1/26/2017,5/3/2018
313,Billing,Active,Building,0291 Dapin Drive,44,Roma,26834,Mexico,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",6/26/2017,3/3/2019
314,Business,Active,Customer,3103 Thompson Street,35,Benito Juarez,96720,Mexico,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",10/22/2016,8/5/2018
315,Business,Active,Customer,85 Continental Point,20,El Porvenir,93816,Mexico,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,11/24/2017,12/13/2018
316,Shipping,Active,Customer,2951 Lerdahl Circle,69,Two Hills,J9H,Canada,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",5/17/2017,3/11/2019
317,Business,Active,Building,5 Sloan Pass,28,Hanover,N4N,Canada,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1/27/2017,4/24/2018
318,Business,Active,Customer,52487 Crest Line Drive,66,Port Saint Lucie,34985,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2/25/2018,10/13/2018
319,Billing,Active,Building,5373 Dayton Crossing,9,Norfolk,23509,United States,Sed ante. Vivamus tortor. Duis mattis egestas metus.,10/17/2016,11/19/2018
320,Home,Inactive,Building,52200 8th Avenue,85,Pedraza,476048,Colombia,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3/18/2018,4/12/2018
321,Shipping,Active,Building,221 Susan Place,81,El Retiro,055438,Colombia,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/23/2017,6/5/2018
322,Home,Active,Building,7455 Dexter Circle,99,Claresholm,V2T,Canada,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4/1/2017,12/5/2018
323,Home,Active,Customer,18 Reinke Hill,60,Oklahoma City,73179,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/20/2018,12/14/2018
324,Business,Active,Building,24 Judy Lane,44,Austin,78769,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/4/2016,4/22/2018
325,Shipping,Active,Building,14 Lighthouse Bay Lane,22,Mercaderes,195069,Colombia,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,6/29/2017,5/11/2018
326,Home,Active,Customer,8220 Starling Drive,40,Victoriaville,G6T,Canada,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/11/2018,8/17/2018
327,Billing,Active,Customer,0 Schiller Park,1,Irricana,B3T,Canada,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/7/2018,3/11/2018
328,Business,Active,Building,96 Brentwood Street,59,Cachipay,253027,Colombia,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,4/11/2018,9/5/2018
329,Shipping,Active,Building,489 Larry Lane,37,Cookshire-Eaton,M4C,Canada,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/31/2016,2/2/2019
330,Business,Active,Customer,815 Haas Lane,22,Jamundí,764008,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",10/11/2017,1/9/2019
331,Billing,Active,Building,870 Mayer Park,68,Dallas,75236,United States,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,6/12/2017,7/18/2018
332,Business,Active,Customer,33973 Thompson Hill,23,Oklahoma City,73124,United States,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,5/22/2016,9/8/2018
333,Home,Active,Customer,5523 South Park,59,Morales,134548,Colombia,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,4/19/2017,4/27/2018
334,Home,Active,Building,7310 Maple Wood Plaza,74,Ciénaga de Oro,232538,Colombia,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,12/1/2016,1/21/2019
335,Billing,Active,Customer,799 Kings Point,2,Humble,77346,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/27/2017,7/1/2018
336,Shipping,Active,Building,9609 Maple Parkway,53,Saint Andrews,E5B,Canada,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,7/5/2017,12/27/2018
337,Billing,Inactive,Customer,20043 Porter Plaza,29,El Paso,88525,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1/27/2017,2/9/2019
338,Home,Active,Building,34330 Veith Alley,94,Salt Lake City,84125,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,3/26/2016,3/5/2019
339,Home,Active,Customer,8639 Hudson Alley,16,Magisterial,47207,Mexico,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1/9/2017,5/6/2018
340,Billing,Active,Building,45363 Shasta Alley,59,Chicago,60609,United States,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",9/2/2017,12/6/2018
341,Business,Active,Building,1 Graceland Place,30,Mascouche,J6W,Canada,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/21/2018,3/11/2018
342,Home,Active,Building,53819 Sauthoff Court,65,Irving,75062,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,12/29/2017,3/12/2018
343,Billing,Inactive,Customer,90 Stoughton Street,32,Wichita,67210,United States,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,8/6/2017,9/5/2018
344,Shipping,Active,Customer,3022 Oxford Junction,92,Oklahoma City,73190,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/23/2016,7/15/2018
345,Business,Active,Customer,81484 Fairfield Terrace,80,Greensboro,27499,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2/2/2019,7/12/2018
346,Billing,Active,Customer,9 Larry Plaza,77,Norman Wells,H3G,Canada,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5/18/2018,3/5/2019
347,Home,Active,Building,2 Coolidge Alley,1,Daveluyville,R3P,Canada,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",3/31/2018,9/23/2018
348,Shipping,Active,Building,83624 Artisan Circle,47,Sunnyvale,94089,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,6/22/2016,8/29/2018
349,Home,Active,Customer,167 Briar Crest Hill,65,Flandes,733517,Colombia,Sed ante. Vivamus tortor. Duis mattis egestas metus.,7/24/2016,10/27/2018
350,Billing,Active,Customer,0 Debra Pass,43,Oceanside,92056,United States,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,10/14/2017,9/12/2018
351,Home,Active,Customer,385 Beilfuss Point,14,Washington,20535,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3/6/2018,9/2/2018
352,Billing,Active,Building,126 Reinke Park,5,Joliet,60435,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1/31/2017,11/3/2018
353,Business,Active,Customer,7150 Algoma Street,78,Houston,77085,United States,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3/26/2016,8/31/2018
354,Shipping,Inactive,Building,06242 Russell Center,73,El Potrero,55718,Mexico,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,8/20/2017,4/14/2018
355,Shipping,Active,Building,61 Crescent Oaks Street,91,El Arenal,91664,Mexico,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,4/14/2016,8/5/2018
356,Home,Active,Customer,82829 Sutteridge Parkway,99,Saint Louis,63126,United States,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1/2/2017,3/22/2018
357,Business,Active,Customer,8 Karstens Road,14,Nanton,L5M,Canada,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5/25/2016,8/19/2018
358,Home,Inactive,Customer,0 Dennis Street,43,Chita,151609,Colombia,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2/15/2018,11/26/2018
359,Shipping,Active,Customer,97265 Mandrake Hill,33,Atlanta,31119,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3/29/2016,10/19/2018
360,Billing,Active,Building,03595 Northport Court,27,Acacías,507009,Colombia,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",6/28/2018,12/25/2018
361,Billing,Active,Customer,5945 Holmberg Crossing,92,Puerto Parra,686008,Colombia,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",9/17/2018,4/21/2018
