id,created_at,updated_at,full_name,phone_number,email,business_name,building_type,quality,elevator_price,installation_price,number_elevator,total_price,number_appartment,number_floor,number_basement,number_parking_space,maximum_occupant_per_floor,hour_of_activity,number_of_elevators_cage,number_of_trade_market,number_of_distinct_business
157,25/1/2017,5/11/2018,Tamarah Rubinowitsch,9003433563,trubinowitsch4c@prnewswire.com,Skimia,Hybrid,Standard,5054,4082,3,25965,4,83,4,0,0,0,0,0,0
158,5/12/2018,8/11/2018,Elnora Cutbush,9733969486,ecutbush4d@ebay.co.uk,Zoombox,Hybrid,Premium,38846,1922,35,46775,110,5,4,0,0,0,0,0,0
159,18/5/2017,10/5/2018,Burg Cattemull,5311834605,bcattemull4e@si.edu,Brainverse,Commercial,Excelium,5479,1103,50,40794,222,34,5,0,0,0,0,0,0
160,11/6/2016,31/8/2018,Justinn Hammel,1002636925,jhammel4f@tumblr.com,Quimba,Corporate,Premium,1990,2856,19,4454,202,86,2,0,0,0,0,0,0
161,23/10/2017,25/2/2019,Claudette Attenbarrow,4875103769,cattenbarrow4g@miitbeian.gov.cn,Aibox,Hybrid,Premium,34185,1613,25,11605,350,88,5,0,0,0,0,0,0
162,16/8/2017,29/3/2018,Doretta Glanz,3507211678,dglanz4h@friendfeed.com,Youbridge,Commercial,Premium,37355,1553,40,54309,225,49,0,0,0,0,0,0,0
163,30/3/2016,27/7/2018,Elwyn Peterkin,9858417499,epeterkin4i@ftc.gov,Einti,Hybrid,Premium,3323,780,44,9144,97,52,1,0,0,0,0,0,0
164,19/2/2018,31/5/2018,Melloney Jackalin,2872676013,mjackalin4j@xing.com,Cogibox,Corporate,Standard,9447,4051,36,36024,39,20,3,0,0,0,0,0,0
165,20/12/2016,10/4/2018,Paolina Florence,2192746955,pflorence4k@ft.com,Gigazoom,Corporate,Excelium,38940,984,33,50559,443,77,1,0,0,0,0,0,0
166,1/11/2017,18/2/2019,Noby Ditch,7719405560,nditch4l@topsy.com,Skaboo,Commercial,Premium,14949,1411,25,47438,206,49,4,0,0,0,0,0,0
167,14/3/2017,17/10/2018,Felicdad Thomann,7062040717,fthomann4m@nps.gov,Wikivu,Corporate,Standard,35630,2330,15,42268,246,66,5,0,0,0,0,0,0
168,3/7/2016,31/1/2019,Verina Lagne,6152972091,vlagne4n@loc.gov,Feednation,Residential,Excelium,46462,3063,32,9015,54,5,5,0,0,0,0,0,0
169,24/7/2017,15/6/2018,Wye Cuffley,6443390951,wcuffley4o@yahoo.com,Fivechat,Hybrid,Excelium,45633,3247,28,10113,397,87,1,0,0,0,0,0,0
170,2/4/2017,14/11/2018,Dolf Brownbridge,4927468665,dbrownbridge4p@dropbox.com,Babbleset,Hybrid,Excelium,5149,3799,34,13536,291,63,3,0,0,0,0,0,0
171,3/9/2018,6/9/2018,Querida Hilldrop,4829879555,qhilldrop4q@virginia.edu,Camimbo,Hybrid,Premium,31518,4788,22,16391,263,73,0,0,0,0,0,0,0
172,23/4/2018,9/6/2018,Petronille OSheilds,9124880358,posheilds4r@who.int,Wikido,Residential,Premium,41027,4713,41,25292,9,39,4,0,0,0,0,0,0
173,7/11/2016,10/9/2018,Betsy Sarvar,4529984046,bsarvar4s@msu.edu,Tazz,Commercial,Premium,33893,3395,19,33120,361,85,1,0,0,0,0,0,0
174,9/12/2016,8/9/2018,Sophie Huntington,6516229817,shuntington4t@illinois.edu,Rhyzio,Hybrid,Excelium,49578,3825,15,30734,63,57,2,0,0,0,0,0,0
175,3/10/2018,20/4/2018,Dionysus Brame,6779663984,dbrame4u@wordpress.com,Brainverse,Commercial,Excelium,14512,2575,28,36623,184,9,2,0,0,0,0,0,0
176,7/1/2019,25/1/2019,Anson Burgoyne,8315467511,aburgoyne4v@rambler.ru,Yodel,Residential,Excelium,38696,2815,49,7999,399,50,0,0,0,0,0,0,0
177,17/2/2018,5/9/2018,Ham Northidge,1713019078,hnorthidge4w@vk.com,Meembee,Commercial,Premium,30834,3893,9,29882,252,65,4,0,0,0,0,0,0
178,21/4/2018,15/9/2018,Oona Malby,7357959249,omalby4x@blogtalkradio.com,Skilith,Commercial,Premium,1845,3850,50,37636,79,83,4,0,0,0,0,0,0
179,22/3/2018,5/7/2018,Shelton Norrey,6705434569,snorrey4y@google.com,Jabberbean,Residential,Standard,41249,3682,26,36818,204,17,5,0,0,0,0,0,0
180,23/11/2017,14/6/2018,Cherice Blackhall,1132093713,cblackhall4z@eepurl.com,Photobug,Residential,Excelium,38000,3403,49,42358,379,79,2,0,0,0,0,0,0
181,24/3/2016,26/4/2018,Tiffie Lewington,4964255197,tlewington50@facebook.com,Camido,Commercial,Premium,5384,2246,41,41799,480,32,3,0,0,0,0,0,0
182,24/9/2017,19/3/2018,Mira Carlill,4004450852,mcarlill51@cargocollective.com,Meemm,Hybrid,Excelium,16656,2906,9,5374,255,88,1,0,0,0,0,0,0
183,4/4/2016,7/2/2019,Pebrook Balharry,7759794241,pbalharry52@toplist.cz,Youopia,Commercial,Standard,40706,4908,8,27723,459,79,2,0,0,0,0,0,0
184,25/6/2016,6/12/2018,Marigold Gounod,1704994693,mgounod53@bizjournals.com,Zoomzone,Hybrid,Standard,38614,610,40,17421,447,49,3,0,0,0,0,0,0
185,5/10/2016,16/9/2018,Archie Matushenko,1054558894,amatushenko54@stumbleupon.com,Jatri,Residential,Standard,25373,3439,17,29549,196,11,4,0,0,0,0,0,0
186,18/1/2017,20/7/2018,Carl Niccolls,4684988130,cniccolls55@arstechnica.com,Flashpoint,Hybrid,Standard,12095,1369,41,26369,411,33,4,0,0,0,0,0,0
187,19/3/2018,27/11/2018,Madelyn Conry,3902470578,mconry56@123-reg.co.uk,Vinder,Commercial,Standard,4453,2692,35,2435,317,84,5,0,0,0,0,0,0
188,20/2/2019,7/12/2018,Caresse Brewitt,5025936861,cbrewitt57@phoca.cz,Vipe,Commercial,Standard,30290,3489,1,16704,205,50,1,0,0,0,0,0,0
189,12/8/2017,13/7/2018,Demetrius de Chastelain,2143720435,dde58@earthlink.net,Wikido,Commercial,Standard,13003,4364,41,13142,248,42,3,0,0,0,0,0,0
190,3/2/2018,9/10/2018,Starla Howieson,8021473598,showieson59@domainmarket.com,Jabbersphere,Hybrid,Standard,45949,1898,41,42007,177,48,3,0,0,0,0,0,0
191,30/3/2016,2/4/2018,Hagan Pennycuick,3615110943,hpennycuick5a@psu.edu,Pixope,Hybrid,Excelium,35468,4326,35,20611,329,18,3,0,0,0,0,0,0
192,15/6/2017,30/12/2018,Dona Dorset,5642439740,ddorset5b@aol.com,Zooveo,Corporate,Standard,14424,4985,41,21482,264,32,1,0,0,0,0,0,0
193,3/12/2018,26/6/2018,Doy Sweetman,7065833017,dsweetman5c@networkadvertising.org,Jayo,Hybrid,Standard,27371,2017,17,40370,272,23,4,0,0,0,0,0,0
194,13/10/2016,5/8/2018,Glen Dunsire,5938078923,gdunsire5d@nsw.gov.au,Miboo,Corporate,Standard,21020,997,19,32297,103,41,2,0,0,0,0,0,0
195,23/3/2017,11/8/2018,Lavina Huston,3968484270,lhuston5e@ted.com,Trunyx,Residential,Excelium,28228,3461,33,12765,311,88,3,0,0,0,0,0,0
196,16/9/2016,10/9/2018,Scot Youster,6723585242,syouster5f@sfgate.com,Thoughtbeat,Corporate,Standard,15928,789,20,7777,194,86,3,0,0,0,0,0,0
197,10/6/2016,18/4/2018,Egon Baudi,1143195006,ebaudi5g@ehow.com,Brainverse,Residential,Premium,37410,3053,18,9341,410,67,2,0,0,0,0,0,0
198,25/12/2016,23/6/2018,Marrilee Daveridge,3728165571,mdaveridge5h@networkadvertising.org,Abatz,Hybrid,Excelium,9716,2495,26,48418,213,21,1,0,0,0,0,0,0
199,27/9/2017,23/4/2018,Corbin MacGuigan,9353693648,cmacguigan5i@sogou.com,Topicware,Commercial,Excelium,25418,1623,37,51367,116,58,3,0,0,0,0,0,0
200,16/10/2018,12/7/2018,Ashlee Scriven,3232100736,ascriven5j@sogou.com,Browsebug,Corporate,Premium,22423,3834,23,42223,272,22,0,0,0,0,0,0,0
201,17/1/2018,25/5/2018,Aubrey Dellar,9778628699,adellar5k@bbc.co.uk,Eire,Residential,Standard,14052,2348,16,19391,97,49,1,0,0,0,0,0,0
202,6/7/2016,2/2/2019,Kenneth Portchmouth,4348566096,kportchmouth5l@marriott.com,Realpoint,Residential,Premium,3230,3035,37,10471,2,98,1,0,0,0,0,0,0
203,16/5/2017,7/4/2018,Allsun Ducket,3939781338,aducket5m@google.com,Mynte,Hybrid,Premium,41555,1808,40,43955,400,29,2,0,0,0,0,0,0
204,19/1/2018,28/10/2018,Drud Waring,2553869629,dwaring5n@samsung.com,Oyonder,Hybrid,Excelium,30575,4502,23,40032,179,97,4,0,0,0,0,0,0
205,30/3/2018,5/9/2018,Del Riccelli,8708752358,driccelli5o@goo.gl,Zoonoodle,Commercial,Premium,42775,523,13,39052,245,73,2,0,0,0,0,0,0
206,9/6/2016,11/1/2019,Quintana Ors,2825610308,qors5p@geocities.jp,Kamba,Commercial,Premium,13983,680,3,6797,9,15,0,0,0,0,0,0,0
207,28/10/2017,11/8/2018,Forrester Klaffs,4234661806,fklaffs5q@hubpages.com,Jabbersphere,Corporate,Premium,13361,2735,6,12295,212,8,3,0,0,0,0,0,0
208,25/2/2018,1/6/2018,Evonne Fairall,1954757020,efairall5r@java.com,Thoughtstorm,Corporate,Excelium,42846,2592,12,5491,383,62,0,0,0,0,0,0,0
209,28/6/2018,18/1/2019,Larry Giamo,9399939688,lgiamo5s@smh.com.au,Kwilith,Corporate,Premium,41959,2784,28,45106,236,20,5,0,0,0,0,0,0
210,3/1/2019,20/6/2018,Kurtis Carlesi,9079431285,kcarlesi5t@quantcast.com,Skynoodle,Hybrid,Standard,33330,3411,38,51543,462,56,0,0,0,0,0,0,0
211,9/7/2017,15/6/2018,Reilly Presser,2602756916,rpresser5u@google.co.uk,Devcast,Hybrid,Premium,3036,2034,2,1863,105,6,3,0,0,0,0,0,0
212,11/11/2017,26/10/2018,Andrea Meriel,7345520646,ameriel5v@spotify.com,Voolia,Commercial,Premium,39475,4138,1,2804,115,43,1,0,0,0,0,0,0
213,19/2/2017,21/4/2018,Nickolai Harbach,5428399557,nharbach5w@blogs.com,Meeveo,Hybrid,Excelium,18301,4843,22,39298,122,36,1,0,0,0,0,0,0
214,4/12/2017,28/11/2018,Margette de la Tremoille,5024892112,mde5x@springer.com,Skimia,Commercial,Excelium,31183,4316,27,9192,390,15,3,0,0,0,0,0,0
215,18/6/2017,4/10/2018,Natale Ranahan,4906860107,nranahan5y@angelfire.com,Youspan,Residential,Standard,31175,3831,36,20089,57,61,3,0,0,0,0,0,0
216,4/1/2019,18/9/2018,Rodie Haburne,2347413731,rhaburne5z@nbcnews.com,Teklist,Residential,Excelium,9531,4410,7,28767,492,100,2,0,0,0,0,0,0
217,11/5/2018,8/3/2019,Mikol OHare,9605702256,mohare60@studiopress.com,Photobean,Hybrid,Premium,23720,2340,45,51889,377,16,5,0,0,0,0,0,0
218,19/2/2019,17/12/2018,Kellen Hastilow,1603364086,khastilow61@mlb.com,Dablist,Corporate,Excelium,32369,4680,14,17928,83,17,3,0,0,0,0,0,0
219,1/2/2018,15/7/2018,Sly Vibert,3938495851,svibert62@people.com.cn,Yakidoo,Residential,Premium,31867,1853,1,20625,231,10,4,0,0,0,0,0,0
220,28/7/2017,23/11/2018,Marten Gaber,8485279059,mgaber63@creativecommons.org,Avamm,Commercial,Excelium,28608,2324,31,17230,165,72,1,0,0,0,0,0,0
221,6/6/2016,25/4/2018,Berne Blackden,8253863139,bblackden64@naver.com,Buzzbean,Hybrid,Standard,13796,700,27,52833,36,90,0,0,0,0,0,0,0
222,4/5/2016,14/3/2018,Timmy Andrzejewski,8284572538,tandrzejewski65@youtu.be,Thoughtbridge,Commercial,Premium,41281,532,41,50589,327,25,5,0,0,0,0,0,0
223,31/8/2016,19/11/2018,Alberta Tarbett,4492523018,atarbett66@sfgate.com,Oba,Commercial,Excelium,6430,2574,14,33585,138,10,5,0,0,0,0,0,0
224,15/5/2017,15/8/2018,Isidor Filisov,9942348819,ifilisov67@live.com,Feedfish,Residential,Excelium,44243,2000,43,33290,500,72,1,0,0,0,0,0,0
225,5/12/2016,11/9/2018,Schuyler Schenkel,2372196488,sschenkel68@tamu.edu,Dabfeed,Commercial,Standard,20136,3748,2,44244,149,59,3,0,0,0,0,0,0
226,6/11/2017,17/5/2018,Avivah Gibbard,1238664302,agibbard69@chronoengine.com,Yakijo,Corporate,Standard,12690,2524,22,20242,106,99,1,0,0,0,0,0,0
227,28/6/2017,16/2/2019,Deeanne Blackader,7575758832,dblackader6a@altervista.org,Fadeo,Residential,Excelium,30035,4160,32,24943,395,94,3,0,0,0,0,0,0
228,17/2/2017,12/7/2018,Inigo Montague,6128243499,imontague6b@salon.com,Miboo,Commercial,Premium,29896,2146,35,6155,243,81,1,0,0,0,0,0,0
229,27/9/2018,25/11/2018,Gianni Boichat,9733071549,gboichat6c@whitehouse.gov,Quamba,Commercial,Excelium,2718,2021,35,49265,226,82,5,0,0,0,0,0,0
230,11/6/2018,18/2/2019,Amalee Parchment,5736632699,aparchment6d@flavors.me,Browsetype,Corporate,Excelium,2912,2504,18,27371,172,40,2,0,0,0,0,0,0
231,11/6/2017,25/1/2019,De witt Varvell,2342920705,dwitt6e@archive.org,Plajo,Hybrid,Excelium,40104,2117,4,11664,360,66,1,0,0,0,0,0,0
232,12/3/2018,15/8/2018,Joeann Torrecilla,2225159353,jtorrecilla6f@t.co,Divape,Hybrid,Standard,6417,1135,45,39314,491,87,5,0,0,0,0,0,0
233,30/4/2018,16/7/2018,Nataniel Lucius,3173417422,nlucius6g@themeforest.net,Kanoodle,Commercial,Premium,41860,4997,30,14323,93,99,1,0,0,0,0,0,0
234,28/7/2017,13/10/2018,Oralee Garrie,9782757313,ogarrie6h@home.pl,Blogpad,Hybrid,Excelium,24604,958,18,8822,230,20,0,0,0,0,0,0,0
235,2/2/2017,10/5/2018,Jodi Giffaut,2096120760,jgiffaut6i@multiply.com,Gabcube,Residential,Excelium,30580,4787,8,16259,379,70,3,0,0,0,0,0,0
236,29/8/2017,4/10/2018,Devy Kobera,2766601437,dkobera6j@blog.com,Devbug,Residential,Standard,27410,3432,34,17362,295,71,3,0,0,0,0,0,0
237,26/11/2018,17/3/2018,Hannah Mantha,3255637837,hmantha6k@csmonitor.com,Thoughtworks,Hybrid,Standard,20917,3764,38,16604,130,79,2,0,0,0,0,0,0
238,6/12/2016,11/7/2018,Evyn Branson,5137797572,ebranson6l@comcast.net,Topicware,Hybrid,Standard,38263,1423,38,43015,391,76,1,0,0,0,0,0,0
239,11/9/2016,12/9/2018,Piggy Bywater,9098982466,pbywater6m@unicef.org,Kamba,Corporate,Excelium,25328,4499,30,43831,454,31,2,0,0,0,0,0,0
240,16/5/2016,18/2/2019,Raffaello Eshelby,7823717287,reshelby6n@harvard.edu,Jabbercube,Corporate,Standard,11859,1072,8,20920,243,96,5,0,0,0,0,0,0
241,7/3/2018,11/4/2018,Giffard Seebright,3592018736,gseebright6o@dedecms.com,Meevee,Commercial,Premium,39673,3694,13,53466,422,96,4,0,0,0,0,0,0
242,27/7/2017,9/12/2018,Reggy Matveichev,1862019523,rmatveichev6p@photobucket.com,Devpulse,Residential,Excelium,4632,998,30,31638,396,5,1,0,0,0,0,0,0
243,25/4/2017,8/5/2018,Filippo Durgan,5031445593,fdurgan6q@nifty.com,Yata,Commercial,Standard,29707,1051,45,23110,290,71,4,0,0,0,0,0,0
244,8/11/2017,27/3/2018,Brew MacInherney,5199613013,bmacinherney6r@tumblr.com,Skippad,Residential,Excelium,31426,3566,38,20041,91,59,4,0,0,0,0,0,0
245,20/12/2016,28/12/2018,Dallon Rubinfeld,3395164032,drubinfeld6s@jiathis.com,Buzzster,Residential,Premium,44200,2466,44,15123,242,76,4,0,0,0,0,0,0
246,5/2/2018,19/11/2018,Genia Staite,9947878250,gstaite6t@gnu.org,Voonix,Residential,Premium,29632,2959,40,7622,390,16,5,0,0,0,0,0,0
247,14/6/2018,15/10/2018,Adelaida Randals,2774671800,arandals6u@microsoft.com,Browsecat,Commercial,Premium,2765,4837,32,3316,303,24,0,0,0,0,0,0,0
248,28/11/2016,28/2/2019,Nani Richt,9593730870,nricht6v@independent.co.uk,Miboo,Corporate,Standard,14836,1522,18,2835,435,98,4,0,0,0,0,0,0
249,18/11/2017,5/5/2018,Elianore Ettles,4347034975,eettles6w@narod.ru,Twiyo,Corporate,Excelium,32223,1282,41,20642,175,41,2,0,0,0,0,0,0
250,19/6/2017,16/3/2018,Delora Woodley,1037178120,dwoodley6x@bandcamp.com,Blognation,Commercial,Premium,5477,3232,35,12152,233,17,0,0,0,0,0,0,0
251,2/10/2016,28/4/2018,Gerianne Camerello,4652644669,gcamerello6y@scribd.com,Skyble,Commercial,Excelium,38727,1566,8,43021,394,83,1,0,0,0,0,0,0
252,16/11/2017,21/6/2018,Clayson Windybank,9952485555,cwindybank6z@buzzfeed.com,Bluezoom,Residential,Standard,12529,2181,4,5422,290,45,4,0,0,0,0,0,0
253,19/1/2017,7/5/2018,Leeland Storer,6949729397,lstorer70@cafepress.com,Zoomzone,Commercial,Excelium,46841,4704,25,15579,20,34,3,0,0,0,0,0,0
254,27/10/2017,28/4/2018,Myca Rendall,5676065188,mrendall71@bloglines.com,Roomm,Commercial,Excelium,4510,1947,4,15279,456,57,3,0,0,0,0,0,0
255,21/5/2017,26/1/2019,Rey Minger,5125199072,rminger72@nature.com,Yakijo,Residential,Premium,10838,3385,14,48489,286,72,1,0,0,0,0,0,0
256,4/3/2018,7/9/2018,Abbe Dalgetty,1708100776,adalgetty73@earthlink.net,Vidoo,Hybrid,Excelium,47441,3623,7,39446,18,66,1,0,0,0,0,0,0
257,3/10/2018,18/3/2018,Somerset Olliff,6645797444,solliff74@360.cn,Flashspan,Residential,Excelium,1807,1815,15,49294,13,53,4,0,0,0,0,0,0
258,2/2/2018,22/10/2018,Amberly Cosslett,7894577394,acosslett75@aboutads.info,Livetube,Hybrid,Standard,38009,1251,14,12760,45,70,2,0,0,0,0,0,0
259,30/7/2017,24/3/2018,Sibilla Lohmeyer,5058798089,slohmeyer76@imgur.com,Youspan,Hybrid,Excelium,3071,2649,10,41627,26,9,3,0,0,0,0,0,0
260,7/6/2018,10/2/2019,Ines Bellard,7472322242,ibellard77@prweb.com,InnoZ,Corporate,Premium,8907,4664,9,54544,8,43,1,0,0,0,0,0,0
261,23/11/2017,8/1/2019,Pryce Budding,9249691067,pbudding78@youtu.be,Twitterbridge,Residential,Standard,39539,2122,21,18440,422,41,2,0,0,0,0,0,0
262,9/9/2016,16/4/2018,Jacobo Grannell,3764774281,jgrannell79@sakura.ne.jp,Demivee,Commercial,Excelium,40208,1745,42,21147,450,11,1,0,0,0,0,0,0
263,28/6/2018,12/10/2018,Jereme Hulmes,3962137219,jhulmes7a@ted.com,Trunyx,Corporate,Standard,42202,579,21,26743,169,74,0,0,0,0,0,0,0
264,19/12/2016,24/7/2018,Adan Wilsher,1821405624,awilsher7b@webmd.com,Wordpedia,Commercial,Standard,9295,1571,26,33131,408,23,5,0,0,0,0,0,0
265,21/8/2018,23/3/2018,Denni Gwillim,8463383466,dgwillim7c@sun.com,Mita,Commercial,Premium,19292,1467,23,20385,471,4,0,0,0,0,0,0,0
266,10/1/2018,21/5/2018,Grannie Gerasch,9556620196,ggerasch7d@vk.com,Voonte,Hybrid,Standard,20603,3920,43,45239,87,8,5,0,0,0,0,0,0
267,26/12/2017,3/4/2018,Corly Weathers,9043885710,cweathers7e@admin.ch,Quatz,Residential,Standard,36250,1337,14,18344,428,24,5,0,0,0,0,0,0
268,9/11/2016,16/7/2018,Midge Shambroke,7115695175,mshambroke7f@ft.com,Topiczoom,Hybrid,Premium,1851,865,15,4883,307,81,4,0,0,0,0,0,0
269,18/4/2017,18/10/2018,Arlina Syseland,6593702941,asyseland7g@admin.ch,Photolist,Hybrid,Standard,42640,2558,10,23435,124,47,2,0,0,0,0,0,0
270,17/5/2016,19/12/2018,Mischa Marsham,4303483395,mmarsham7h@ehow.com,Janyx,Commercial,Standard,32094,3206,21,15347,309,4,5,0,0,0,0,0,0
271,6/7/2016,7/6/2018,Lesley Berthelmot,8991715609,lberthelmot7i@tumblr.com,Bubblebox,Corporate,Standard,37632,587,19,31052,3,48,3,0,0,0,0,0,0
272,10/1/2017,24/2/2019,Franny Preddy,3679178430,fpreddy7j@is.gd,Topicware,Commercial,Standard,28636,3091,18,37881,416,25,3,0,0,0,0,0,0
273,28/8/2016,12/3/2019,Johna Oxbie,9553143282,joxbie7k@cnbc.com,Jabbertype,Commercial,Standard,14169,864,35,26355,35,41,5,0,0,0,0,0,0
274,16/11/2017,5/2/2019,Wenonah Garces,4431608520,wgarces7l@comsenz.com,Browsecat,Corporate,Premium,2425,4244,35,53728,156,13,0,0,0,0,0,0,0
275,15/2/2019,30/9/2018,Hilliard Burford,7561406516,hburford7m@usa.gov,Youfeed,Residential,Standard,28798,695,3,53525,180,78,2,0,0,0,0,0,0
276,5/12/2018,15/7/2018,Ketti Kalb,1035464865,kkalb7n@simplemachines.org,Kaymbo,Residential,Premium,18496,1639,4,50791,397,16,1,0,0,0,0,0,0
277,5/12/2018,12/7/2018,Lois Sawood,7682047914,lsawood7o@upenn.edu,Vimbo,Residential,Premium,47945,4594,15,12441,366,98,4,0,0,0,0,0,0
278,17/3/2016,28/2/2019,Maren Billingsly,4617086189,mbillingsly7p@ted.com,Kimia,Corporate,Standard,32228,4267,47,52031,229,8,3,0,0,0,0,0,0
279,29/9/2016,6/6/2018,Cesya Coolican,3632946206,ccoolican7q@google.de,Agivu,Hybrid,Premium,12729,3726,20,31972,248,94,1,0,0,0,0,0,0
280,25/10/2018,23/3/2018,Petunia Shade,6465707611,pshade7r@yolasite.com,Quatz,Corporate,Excelium,47285,1357,3,5434,416,4,4,0,0,0,0,0,0
281,9/3/2017,25/5/2018,Derek Safell,9993619912,dsafell7s@zimbio.com,Tavu,Residential,Excelium,29402,3999,39,6553,307,82,4,0,0,0,0,0,0
282,12/6/2018,30/11/2018,Debora Rawlison,4908546119,drawlison7t@about.me,Brainverse,Hybrid,Premium,15710,2832,6,4012,173,15,4,0,0,0,0,0,0
283,23/2/2017,7/1/2019,Neysa Rockey,7102507531,nrockey7u@goodreads.com,Divanoodle,Hybrid,Standard,46003,2479,1,12347,218,55,3,0,0,0,0,0,0
284,7/5/2018,12/10/2018,Marijn Loseby,6326178404,mloseby7v@netscape.com,Buzzdog,Commercial,Premium,3057,3143,31,18549,253,55,3,0,0,0,0,0,0
285,17/1/2019,13/2/2019,Lauree Huckster,9729729256,lhuckster7w@nature.com,Voomm,Hybrid,Premium,7642,4978,3,28264,439,6,2,0,0,0,0,0,0
286,4/7/2018,24/6/2018,Martyn Servante,7541517522,mservante7x@naver.com,Fivechat,Hybrid,Premium,32615,537,17,40262,478,15,5,0,0,0,0,0,0
287,8/11/2018,6/10/2018,Maureen Markwick,4663281973,mmarkwick7y@usnews.com,Roodel,Residential,Premium,28625,928,39,27663,373,43,5,0,0,0,0,0,0
288,12/2/2019,3/3/2019,Robbie Gatecliff,9969297673,rgatecliff7z@state.tx.us,Oloo,Residential,Excelium,19924,714,21,43551,412,49,0,0,0,0,0,0,0
289,28/10/2017,5/3/2019,Adham Thinn,3681005005,athinn80@domainmarket.com,Tazzy,Hybrid,Premium,11448,3422,2,38085,316,13,5,0,0,0,0,0,0
290,9/4/2018,16/7/2018,Min Elden,6631879802,melden81@surveymonkey.com,Yata,Hybrid,Premium,40155,2893,31,49828,279,88,4,0,0,0,0,0,0
291,20/5/2017,16/8/2018,Isa Stealey,5272422628,istealey82@mit.edu,Wikibox,Residential,Premium,19363,4374,17,13776,11,92,3,0,0,0,0,0,0
292,2/11/2016,28/12/2018,Giles Cavozzi,3496842359,gcavozzi83@fema.gov,Innojam,Corporate,Premium,24066,1251,13,37081,447,68,1,0,0,0,0,0,0
293,12/2/2018,10/12/2018,Con Holdron,3384149345,choldron84@indiegogo.com,Dabfeed,Hybrid,Premium,13947,1581,47,18245,397,77,2,0,0,0,0,0,0
294,10/12/2017,21/9/2018,Concettina McLachlan,2676621691,cmclachlan85@samsung.com,Wikizz,Commercial,Standard,11264,1748,49,41645,13,25,2,0,0,0,0,0,0
295,2/10/2018,4/10/2018,Cindy Broszkiewicz,7404557064,cbroszkiewicz86@hp.com,Quamba,Commercial,Premium,35244,2506,21,13464,399,52,1,0,0,0,0,0,0
296,28/10/2016,27/5/2018,Josefa Heilds,3473461650,jheilds87@pcworld.com,Quinu,Commercial,Standard,18194,4866,49,32178,110,43,3,0,0,0,0,0,0
297,21/4/2018,4/9/2018,Carissa Waghorne,6619939512,cwaghorne88@istockphoto.com,Meevee,Residential,Premium,3831,1682,14,30091,46,49,5,0,0,0,0,0,0
298,28/9/2018,3/3/2019,Ursulina Schoolfield,9358412797,uschoolfield89@skype.com,Agimba,Corporate,Standard,49722,3394,25,37335,473,48,4,0,0,0,0,0,0
299,15/5/2016,30/10/2018,Shirl Harpin,7312559841,sharpin8a@topsy.com,Skinder,Residential,Excelium,34227,2730,28,33286,195,99,1,0,0,0,0,0,0
300,31/7/2016,2/7/2018,Merry Ridesdale,1157288531,mridesdale8b@ocn.ne.jp,Browsedrive,Residential,Standard,33248,4083,4,40283,234,24,5,0,0,0,0,0,0
301,30/12/2016,9/5/2018,Loydie Goffe,4182536249,lgoffe8c@bigcartel.com,Aibox,Commercial,Premium,37879,3870,38,26072,369,45,1,0,0,0,0,0,0
302,5/3/2018,26/9/2018,Angus Marcam,2917020597,amarcam8d@clickbank.net,Eadel,Residential,Premium,1058,2856,19,18168,310,44,2,0,0,0,0,0,0
303,19/9/2018,19/3/2018,Suellen Carwithen,8431456020,scarwithen8e@nifty.com,Tavu,Hybrid,Standard,49395,1347,35,15150,161,61,2,0,0,0,0,0,0
304,21/4/2017,20/9/2018,Tades Guidone,2255261198,tguidone8f@mapy.cz,Fivebridge,Residential,Standard,26073,4111,43,9720,423,79,0,0,0,0,0,0,0
305,21/7/2017,21/5/2018,Tomi Nicolls,5442738166,tnicolls8g@cam.ac.uk,Tazz,Hybrid,Standard,13041,1287,7,20755,93,88,2,0,0,0,0,0,0
306,1/1/2018,27/1/2019,Merle Bastone,2537052854,mbastone8h@hao123.com,Ozu,Residential,Standard,42118,3731,39,32071,195,13,5,0,0,0,0,0,0
307,21/3/2017,27/10/2018,Rob Kaley,3857622432,rkaley8i@berkeley.edu,Youtags,Corporate,Standard,32941,4816,37,40200,141,100,2,0,0,0,0,0,0
308,27/9/2017,5/7/2018,Ange Rookes,4016186256,arookes8j@nymag.com,Eire,Commercial,Premium,45648,2000,31,34081,156,30,2,0,0,0,0,0,0
309,25/5/2016,1/7/2018,Augusto Upstone,1222313880,aupstone8k@walmart.com,Youtags,Hybrid,Excelium,47918,4921,22,37193,403,96,3,0,0,0,0,0,0
310,21/3/2016,11/7/2018,Dane Redholls,6441976853,dredholls8l@ft.com,Tagfeed,Hybrid,Premium,30682,1772,39,6272,127,44,4,0,0,0,0,0,0
311,24/4/2016,19/4/2018,Queenie Eastup,8368423381,qeastup8m@bloglovin.com,Zooxo,Commercial,Premium,25584,2513,12,5882,463,12,0,0,0,0,0,0,0
312,15/5/2017,22/3/2018,Stoddard Chuck,2827150099,schuck8n@xing.com,Minyx,Corporate,Premium,13149,3676,34,52132,23,63,4,0,0,0,0,0,0
313,30/12/2016,19/9/2018,Toddy Llorente,9801687381,tllorente8o@slate.com,Blogtags,Residential,Excelium,11351,4903,8,12565,423,60,0,0,0,0,0,0,0
